N,종목명,현재가,전일비,등락률,액면가,시가,고가,저가
597.0,KODEX 미국S&P500(H),9850.0,75.0,-0.76%,0.0,9850.0,9860.0,9845.0
598.0,사조산업,39100.0,100.0,-0.26%,5000.0,39200.0,39200.0,39000.0
599.0,태경산업,6640.0,100.0,+1.53%,500.0,6500.0,6650.0,6490.0
600.0,화승인더,3500.0,0.0,0.00%,500.0,3495.0,3535.0,3495.0
601.0,TIGER 미국배당+7%프리미엄다우존스,9470.0,200.0,-2.07%,0.0,9530.0,9530.0,9460.0
602.0,미원홀딩스,83200.0,400.0,-0.48%,500.0,83700.0,83700.0,82500.0
603.0,KIB플러그에너지,813.0,46.0,-5.36%,500.0,859.0,859.0,808.0
604.0,KODEX 25-11 회사채(A+이상)액티브,10040.0,5.0,-0.05%,0.0,10050.0,10050.0,10040.0
605.0,HDC랩스,7360.0,160.0,+2.22%,500.0,7280.0,7360.0,7260.0
606.0,무림P&P,3060.0,30.0,+0.99%,2500.0,3010.0,3060.0,3010.0
607.0,TIGER 미국나스닥100커버드콜(합성),9695.0,15.0,+0.15%,0.0,9730.0,9730.0,9680.0
608.0,디앤디플랫폼리츠,2940.0,0.0,0.00%,1000.0,2940.0,2945.0,2930.0
609.0,SOL 200TR,11055.0,5.0,-0.05%,0.0,10950.0,11060.0,10950.0
610.0,에스엠벡셀,1696.0,13.0,-0.76%,500.0,1690.0,1715.0,1684.0
611.0,금호석유우,62400.0,2400.0,+4.00%,5000.0,60400.0,62400.0,60100.0
612.0,한세예스24홀딩스,4705.0,100.0,+2.17%,500.0,4605.0,4740.0,4605.0
613.0,자이에스앤디,4830.0,50.0,-1.02%,1000.0,4810.0,4885.0,4810.0
614.0,삼성 레버리지 천연가스 선물 ETN C,18715.0,2000.0,-9.65%,0.0,18705.0,18840.0,18605.0
615.0,금호건설,5050.0,85.0,+1.71%,5000.0,4965.0,5200.0,4960.0
616.0,GS글로벌,2260.0,30.0,+1.35%,2500.0,2210.0,2270.0,2210.0
617.0,삼성전기우,64100.0,1500.0,+2.40%,5000.0,62000.0,64500.0,62000.0
618.0,ARIRANG 고배당주,11455.0,140.0,-1.21%,0.0,11590.0,11590.0,11415.0
619.0,디아이,6560.0,0.0,0.00%,500.0,6520.0,6650.0,6510.0
620.0,TIGER 미국달러SOFR금리액티브(합성),51840.0,180.0,-0.35%,0.0,52020.0,52020.0,51810.0
621.0,LG우,61200.0,400.0,+0.66%,5000.0,61000.0,61200.0,60600.0
622.0,두산우,46200.0,1050.0,+2.33%,5000.0,44700.0,47800.0,44500.0
623.0,백산,8160.0,60.0,+0.74%,500.0,8060.0,8190.0,8000.0
624.0,삼성제약,2730.0,195.0,+7.69%,500.0,2555.0,3050.0,2535.0
625.0,노루페인트,9150.0,340.0,+3.86%,500.0,8800.0,9240.0,8800.0
626.0,신한서부티엔디리츠,3270.0,25.0,-0.76%,1000.0,3295.0,3300.0,3245.0
627.0,SOL 2차전지소부장Fn,7135.0,155.0,+2.22%,0.0,6910.0,7175.0,6900.0
628.0,일진홀딩스,3680.0,70.0,+1.94%,1000.0,3600.0,3735.0,3595.0
629.0,KSS해운,7850.0,30.0,-0.38%,500.0,7760.0,7880.0,7710.0
630.0,경농,9280.0,60.0,+0.65%,500.0,9130.0,9290.0,9130.0
631.0,KOSEF 인도Nifty50(합성),19895.0,50.0,-0.25%,0.0,19935.0,19945.0,19870.0
632.0,NPC,4925.0,40.0,+0.82%,500.0,4800.0,4935.0,4800.0
633.0,코람코더원리츠,4475.0,25.0,-0.56%,500.0,4565.0,4565.0,4475.0
634.0,NH투자증권우,9580.0,30.0,-0.31%,5000.0,9630.0,9630.0,9570.0
635.0,진양홀딩스,3225.0,5.0,-0.15%,500.0,3230.0,3250.0,3150.0
636.0,KODEX 차이나항셍테크,5670.0,45.0,-0.79%,0.0,5630.0,5740.0,5615.0
637.0,KODEX 골드선물(H),12775.0,100.0,+0.79%,0.0,12765.0,12790.0,12750.0
638.0,동아지질,12680.0,180.0,+1.44%,500.0,12410.0,12680.0,12410.0
639.0,교촌에프앤비,7100.0,50.0,+0.71%,500.0,6990.0,7180.0,6990.0
640.0,CR홀딩스,6300.0,100.0,+1.61%,500.0,6110.0,6330.0,5960.0
641.0,대성산업,3910.0,310.0,+8.61%,5000.0,3635.0,3925.0,3590.0
642.0,태경비케이,6400.0,110.0,+1.75%,500.0,6270.0,6420.0,6270.0
643.0,AJ네트웍스,3860.0,30.0,+0.78%,1000.0,3830.0,3880.0,3790.0
644.0,경동인베스트,73600.0,2100.0,+2.94%,5000.0,71600.0,75000.0,71600.0
645.0,삼영,5110.0,10.0,+0.20%,500.0,5100.0,5150.0,5020.0
646.0,일진다이아,12230.0,130.0,+1.07%,1000.0,12090.0,12260.0,12000.0
647.0,선진,7300.0,10.0,-0.14%,500.0,7280.0,7350.0,7200.0
648.0,퍼스텍,3545.0,265.0,+8.08%,500.0,3280.0,3570.0,3270.0
649.0,대창단조,6050.0,20.0,+0.33%,500.0,5960.0,6060.0,5940.0
650.0,이월드,1217.0,3.0,+0.25%,1000.0,1204.0,1218.0,1200.0
651.0,ACE 단기통안채,103015.0,15.0,+0.01%,0.0,103015.0,103030.0,103015.0
652.0,ARIRANG 코스피TR,12245.0,55.0,+0.45%,0.0,12040.0,12245.0,12040.0
653.0,아주스틸,6430.0,30.0,+0.47%,500.0,6400.0,6550.0,6330.0
654.0,코오롱모빌리티그룹,2700.0,0.0,0.00%,500.0,2695.0,2735.0,2670.0
655.0,한농화성,10820.0,160.0,+1.50%,500.0,10460.0,10890.0,10460.0
656.0,ARIRANG KOFR금리,102235.0,25.0,+0.02%,0.0,102230.0,102235.0,102230.0
657.0,진흥기업,1155.0,12.0,+1.05%,500.0,1133.0,1161.0,1133.0
658.0,우진,8260.0,120.0,+1.47%,500.0,8030.0,8280.0,8030.0
659.0,ACE 테슬라밸류체인액티브,10220.0,10.0,+0.10%,0.0,10250.0,10250.0,10195.0
660.0,SNT에너지,22150.0,1050.0,+4.98%,500.0,20900.0,22400.0,20800.0
661.0,유니켐,1719.0,98.0,+6.05%,500.0,1605.0,1734.0,1605.0
662.0,대성홀딩스,10310.0,420.0,+4.25%,1000.0,9900.0,10310.0,9760.0
663.0,ARIRANG 종합채권(AA-이상)액티브,100730.0,0.0,0.00%,0.0,100730.0,100730.0,100730.0
664.0,KOSEF 단기자금,104255.0,5.0,0.00%,0.0,104255.0,104260.0,104250.0
665.0,신한 인버스0.5X S&P500 VIX S/T선물 ETN,27375.0,565.0,-2.02%,0.0,27365.0,27380.0,27350.0
666.0,ACE 23-12 회사채(AA-이상)액티브,105400.0,10.0,+0.01%,0.0,105400.0,105415.0,105400.0
667.0,삼화페인트,6020.0,70.0,+1.18%,500.0,5970.0,6050.0,5960.0
668.0,CJ제일제당 우,123000.0,200.0,-0.16%,5000.0,122000.0,123800.0,122000.0
669.0,DB금융투자,3840.0,0.0,0.00%,5000.0,3815.0,3850.0,3800.0
670.0,태림포장,2300.0,0.0,0.00%,500.0,2295.0,2305.0,2295.0
671.0,현대리바트,7920.0,90.0,+1.15%,1000.0,7830.0,7940.0,7660.0
672.0,HANARO MSCI Korea TR,13050.0,25.0,+0.19%,0.0,12990.0,13055.0,12965.0
673.0,NI스틸,5640.0,140.0,+2.55%,500.0,5500.0,5670.0,5420.0
674.0,TIGER 국고채30년스트립액티브,40645.0,105.0,+0.26%,0.0,40505.0,40835.0,40505.0
675.0,한독,11640.0,20.0,-0.17%,500.0,11660.0,11700.0,11590.0
676.0,KODEX 장기종합채권(AA-이상)액티브KAP,84625.0,0.0,0.00%,0.0,84625.0,84625.0,84625.0
677.0,금강공업,5440.0,10.0,-0.18%,1000.0,5390.0,5460.0,5350.0
678.0,KBSTAR IT플러스,16250.0,160.0,+0.99%,0.0,16080.0,16260.0,16045.0
679.0,삼영전자,7950.0,10.0,-0.13%,500.0,7960.0,8070.0,7920.0
680.0,동아타이어,11570.0,10.0,-0.09%,500.0,11580.0,11600.0,11490.0
681.0,삼성출판사,15870.0,1550.0,-8.90%,500.0,16890.0,16890.0,15170.0
682.0,경보제약,6610.0,160.0,+2.48%,500.0,6550.0,6690.0,6410.0
683.0,키다리스튜디오,4260.0,85.0,+2.04%,500.0,4500.0,5340.0,4210.0
684.0,서연,6700.0,50.0,+0.75%,500.0,6700.0,6720.0,6650.0
685.0,유수홀딩스,6040.0,20.0,+0.33%,2500.0,6020.0,6090.0,6000.0
686.0,아시아나IDT,14150.0,3260.0,+29.94%,500.0,11420.0,14150.0,10910.0
687.0,제일파마홀딩스,9800.0,150.0,-1.51%,500.0,9870.0,9870.0,9700.0
688.0,ACE 미국배당다우존스,9815.0,215.0,-2.14%,0.0,9850.0,9850.0,9805.0
689.0,동성제약,5900.0,40.0,-0.67%,1000.0,5890.0,5950.0,5860.0
690.0,무학,5400.0,10.0,+0.19%,200.0,5390.0,5430.0,5350.0
691.0,HLB글로벌,3630.0,50.0,+1.40%,500.0,3700.0,3700.0,3580.0
692.0,미래에셋 인버스 2X 코스닥150 선물 ETN,10250.0,260.0,-2.47%,0.0,10550.0,10610.0,10130.0
693.0,KODEX 미국나스닥100레버리지(합성 H),6125.0,0.0,0.00%,0.0,6110.0,6130.0,6100.0
694.0,히어로즈 24-09 회사채(AA-이상)액티브,50355.0,5.0,-0.01%,0.0,50375.0,50375.0,50355.0
695.0,휴비스,4395.0,45.0,+1.03%,5000.0,4300.0,4400.0,4285.0
696.0,컨버즈,4100.0,0.0,0.00%,500.0,0.0,0.0,0.0
697.0,KTcs,3535.0,195.0,+5.84%,500.0,3400.0,3560.0,3395.0
698.0,TIGER KRX BBIG K-뉴딜,5420.0,25.0,+0.46%,0.0,5305.0,5425.0,5305.0
699.0,KODEX K-메타버스액티브,7095.0,125.0,+1.79%,0.0,6945.0,7115.0,6945.0
700.0,경인양행,3600.0,5.0,-0.14%,500.0,3565.0,3625.0,3560.0
701.0,세종공업,5380.0,20.0,-0.37%,500.0,5360.0,5380.0,5280.0
702.0,디와이,5670.0,30.0,+0.53%,500.0,5580.0,5690.0,5540.0
703.0,웰바이오텍,1632.0,77.0,+4.95%,500.0,1553.0,1672.0,1542.0
704.0,TIGER 현대차그룹+펀더멘털,21745.0,230.0,-1.05%,0.0,21975.0,22085.0,21700.0
705.0,노루홀딩스,11080.0,150.0,+1.37%,500.0,10930.0,11100.0,10900.0
706.0,해태제과식품,5050.0,10.0,+0.20%,500.0,5040.0,5070.0,5020.0
707.0,성안,2180.0,0.0,0.00%,500.0,2200.0,2200.0,2125.0
708.0,키움 INDXX 미국테크탑10 ETN,14635.0,0.0,0.00%,0.0,14635.0,14635.0,14635.0
709.0,미원화학,66300.0,0.0,0.00%,1000.0,66300.0,66300.0,66300.0
710.0,TIGER 종합채권(AA-이상)액티브,49350.0,60.0,-0.12%,0.0,49355.0,49365.0,49350.0
711.0,한국주철관,6300.0,0.0,0.00%,500.0,6300.0,6320.0,6260.0
712.0,그린케미칼,5970.0,10.0,+0.17%,500.0,5830.0,6020.0,5780.0
713.0,태경케미컬,12330.0,50.0,+0.41%,500.0,12300.0,12340.0,12180.0
714.0,삼성 인버스 2X WTI원유 선물 ETN,95.0,5.0,+5.56%,0.0,90.0,95.0,90.0
715.0,덕양산업,4355.0,30.0,-0.68%,500.0,4425.0,4480.0,4275.0
716.0,KODEX TRF3070,11150.0,0.0,0.00%,0.0,11160.0,11165.0,11125.0
717.0,동국홀딩스,8830.0,200.0,+2.32%,5000.0,8510.0,8900.0,8510.0
718.0,용평리조트,2920.0,40.0,+1.39%,5000.0,2880.0,2940.0,2870.0
719.0,우신시스템,7670.0,40.0,+0.52%,500.0,7630.0,7840.0,7480.0
720.0,삼양통상,46750.0,50.0,-0.11%,5000.0,46850.0,47000.0,46350.0
721.0,신세계푸드,36200.0,400.0,+1.12%,5000.0,35100.0,36200.0,35100.0
722.0,태영건설,3600.0,40.0,+1.12%,500.0,3520.0,3610.0,3515.0
723.0,신원,1362.0,2.0,+0.15%,500.0,1357.0,1364.0,1350.0
724.0,효성ITX,12050.0,50.0,+0.42%,500.0,12000.0,12080.0,11980.0
725.0,TIGER 글로벌메타버스액티브,7150.0,50.0,+0.70%,0.0,7050.0,7165.0,7050.0
726.0,NH올원리츠,3255.0,20.0,-0.61%,500.0,3275.0,3275.0,3250.0
727.0,샘표,47400.0,200.0,+0.42%,1000.0,47150.0,47700.0,46950.0
728.0,TIGER 글로벌4차산업혁신기술(합성 H),13930.0,155.0,-1.10%,0.0,13960.0,13995.0,13910.0
729.0,TIGER 여행레저,3290.0,35.0,+1.08%,0.0,3225.0,3305.0,3210.0
730.0,인스코비,1177.0,1.0,+0.09%,500.0,1176.0,1182.0,1168.0
731.0,TIGER 차이나과창판STAR50(합성),6445.0,25.0,+0.39%,0.0,6450.0,6450.0,6390.0
732.0,한신기계,4170.0,90.0,+2.21%,500.0,4045.0,4300.0,4045.0
733.0,아남전자,1740.0,5.0,+0.29%,500.0,1735.0,1750.0,1695.0
734.0,신흥,14120.0,20.0,+0.14%,500.0,14100.0,14180.0,14030.0
735.0,삼성물산우B,82300.0,800.0,+0.98%,100.0,81700.0,82500.0,81700.0
736.0,신라교역,8370.0,30.0,+0.36%,500.0,8350.0,8420.0,8290.0
737.0,대한화섬,100700.0,300.0,-0.30%,5000.0,101500.0,101600.0,100700.0
738.0,테이팩스,27900.0,400.0,+1.45%,500.0,27200.0,28000.0,27200.0
739.0,히어로즈 CD금리액티브(합성),101585.0,10.0,-0.01%,0.0,101585.0,101590.0,101585.0
740.0,KTOP 단기금융채액티브,100940.0,5.0,0.00%,0.0,100935.0,100945.0,100930.0
741.0,신일전자,1846.0,16.0,+0.87%,500.0,1823.0,1856.0,1823.0
742.0,TRUE 코스피 양매도 5% OTM ETN,8730.0,0.0,0.00%,0.0,8730.0,8730.0,8730.0
743.0,HDC현대EP,4105.0,330.0,+8.74%,500.0,3880.0,4110.0,3875.0
744.0,TIGER Fn메타버스,7345.0,85.0,+1.17%,0.0,7260.0,7355.0,7255.0
745.0,강남제비스코,20100.0,300.0,+1.52%,1000.0,19910.0,20400.0,19850.0
746.0,TIGER 미국S&P500TR(H),10080.0,70.0,-0.69%,0.0,10080.0,10085.0,10070.0
747.0,한컴라이프케어,4695.0,5.0,+0.11%,200.0,4700.0,4725.0,4685.0
748.0,페이퍼코리아,728.0,14.0,-1.89%,500.0,739.0,739.0,700.0
749.0,KODEX 미국S&P500선물(H),19255.0,125.0,-0.64%,0.0,19240.0,19265.0,19235.0
750.0,금호에이치티,657.0,7.0,+1.08%,500.0,650.0,658.0,643.0
751.0,사조동아원,913.0,20.0,+2.24%,500.0,890.0,949.0,888.0
752.0,동부건설,5620.0,20.0,+0.36%,5000.0,5600.0,5640.0,5560.0
753.0,디와이파워,11640.0,10.0,-0.09%,500.0,11590.0,11650.0,11330.0
754.0,현대약품,3970.0,70.0,-1.73%,500.0,4045.0,4045.0,3950.0
755.0,대신증권2우B,12690.0,0.0,0.00%,5000.0,12610.0,12730.0,12610.0
756.0,성창기업지주,1811.0,27.0,+1.51%,500.0,1766.0,1820.0,1766.0
757.0,미래에셋 코스피 양매도 5% OTM ETN,8415.0,0.0,0.00%,0.0,8415.0,8415.0,8415.0
758.0,TRUE 레버리지 천연가스 선물 ETN B,25215.0,2795.0,-9.98%,0.0,25265.0,25325.0,25120.0
759.0,이구산업,3765.0,15.0,+0.40%,500.0,3730.0,3810.0,3710.0
760.0,ACE 24-12 회사채(AA-이상)액티브,107200.0,15.0,+0.01%,0.0,107210.0,107210.0,107185.0
761.0,KODEX 미국나스닥100선물(H),17200.0,25.0,+0.15%,0.0,17195.0,17210.0,17190.0
762.0,신한 블룸버그 2X 천연가스 선물 ETN,25085.0,2585.0,-9.34%,0.0,25005.0,25145.0,24915.0
763.0,TRUE 레버리지 나스닥 100 ETN,25075.0,5.0,+0.02%,0.0,25160.0,25165.0,25060.0
764.0,한국공항,39550.0,150.0,+0.38%,5000.0,39400.0,40250.0,39200.0
765.0,디씨엠,10980.0,120.0,+1.10%,500.0,10860.0,11060.0,10750.0
766.0,아모레G3우(전환),17610.0,120.0,-0.68%,500.0,17630.0,17970.0,17510.0
767.0,수산중공업,1994.0,16.0,+0.81%,500.0,1961.0,1997.0,1957.0
768.0,미창석유,71300.0,200.0,-0.28%,5000.0,70800.0,71900.0,70800.0
769.0,태양금속,3360.0,70.0,+2.13%,500.0,3220.0,3385.0,3205.0
770.0,한국콜마홀딩스,6690.0,10.0,+0.15%,500.0,6670.0,6720.0,6580.0
771.0,KODEX 200IT TR,11275.0,165.0,+1.49%,0.0,11125.0,11275.0,11125.0
772.0,국제약품,5740.0,210.0,+3.80%,1000.0,5430.0,5950.0,5370.0
773.0,씨티알모빌리티,14100.0,1090.0,-7.18%,500.0,15260.0,15560.0,14010.0
774.0,KBSTAR iSelect메타버스,6090.0,55.0,+0.91%,0.0,6035.0,6090.0,6015.0
775.0,동일산업,49700.0,100.0,-0.20%,5000.0,49100.0,49700.0,49100.0
776.0,TIGER 미국채10년선물,11255.0,35.0,-0.31%,0.0,11300.0,11300.0,11245.0
777.0,유화증권,2120.0,0.0,0.00%,1000.0,2125.0,2125.0,2110.0
778.0,한국패러랠,1502.0,2.0,+0.13%,0.0,1500.0,1502.0,1500.0
779.0,휴니드,8510.0,370.0,+4.55%,5000.0,8460.0,8620.0,7690.0
780.0,샘표식품,26250.0,150.0,+0.57%,500.0,25800.0,26350.0,25800.0
781.0,인지컨트롤스,7570.0,70.0,+0.93%,500.0,7450.0,7710.0,7240.0
782.0,대영포장,1104.0,5.0,+0.45%,500.0,1085.0,1105.0,1077.0
783.0,동남합성,34150.0,600.0,-1.73%,500.0,34150.0,34150.0,34150.0
784.0,조선선재,94700.0,2100.0,-2.17%,500.0,95700.0,97400.0,94500.0
785.0,황금에스티,6970.0,70.0,+1.01%,500.0,6880.0,6980.0,6880.0
786.0,한양증권,9240.0,100.0,-1.07%,5000.0,9330.0,9330.0,9240.0
787.0,경동도시가스,19930.0,770.0,+4.02%,2500.0,19260.0,20050.0,19110.0
788.0,일동홀딩스,10080.0,140.0,+1.41%,1000.0,9870.0,10150.0,9870.0
789.0,ACE 중국본토CSI300,23520.0,0.0,0.00%,0.0,23520.0,23520.0,23390.0
790.0,유니퀘스트,5310.0,220.0,+4.32%,500.0,5130.0,5330.0,5100.0
791.0,세아특수강,13460.0,100.0,+0.75%,5000.0,13190.0,13510.0,13190.0
792.0,KCTC,3845.0,5.0,-0.13%,500.0,3850.0,3865.0,3810.0
793.0,히어로즈 단기채권ESG액티브,103865.0,0.0,0.00%,0.0,103865.0,103865.0,103865.0
794.0,KBSTAR 25-03 회사채(AA-이상)액티브,50190.0,20.0,-0.04%,0.0,50190.0,50195.0,50180.0
795.0,KODEX 미국나스닥100(H),11510.0,10.0,+0.09%,0.0,11500.0,11530.0,11500.0
796.0,KTOP K200액티브,9710.0,30.0,+0.31%,0.0,9670.0,9715.0,9640.0
797.0,TIGER 일본엔선물,8685.0,20.0,+0.23%,0.0,8710.0,8710.0,8675.0
798.0,대창,1248.0,18.0,+1.46%,500.0,1220.0,1256.0,1219.0
799.0,와이투솔루션,3100.0,35.0,+1.14%,2500.0,3005.0,3140.0,2975.0
800.0,한국내화,2760.0,10.0,+0.36%,500.0,2705.0,2775.0,2705.0
801.0,KODEX 바이오,7075.0,0.0,0.00%,0.0,7030.0,7120.0,6995.0
802.0,삼원강재,2830.0,50.0,-1.74%,500.0,2880.0,2890.0,2795.0
803.0,TIGER 200선물인버스2X,3215.0,15.0,-0.46%,0.0,3270.0,3275.0,3210.0
804.0,인천도시가스,25850.0,100.0,+0.39%,5000.0,25600.0,25900.0,25600.0
805.0,계룡건설,12650.0,10.0,+0.08%,5000.0,12600.0,12700.0,12580.0
806.0,KODEX 헬스케어,11065.0,45.0,+0.41%,0.0,10965.0,11110.0,10965.0
807.0,미래에셋 S&P -2X 천연가스 선물 ETN(H),44720.0,4280.0,+10.58%,0.0,44960.0,44960.0,44650.0
808.0,광전자,1921.0,5.0,+0.26%,500.0,1916.0,1938.0,1909.0
809.0,KB 블룸버그 인버스2X 천연가스선물 ETN(H),44500.0,3945.0,+9.73%,0.0,44815.0,44980.0,44500.0
810.0,한국수출포장,2780.0,15.0,-0.54%,500.0,2795.0,2805.0,2760.0
811.0,SOL 25-09 회사채(AA-이상)액티브,50225.0,10.0,-0.02%,0.0,50225.0,50225.0,50225.0
812.0,한솔홀딩스,2645.0,5.0,-0.19%,1000.0,2650.0,2660.0,2630.0
813.0,KBSTAR 2차전지액티브,9955.0,155.0,+1.58%,0.0,9720.0,9990.0,9720.0
814.0,한국특강,1832.0,15.0,-0.81%,500.0,1847.0,1907.0,1830.0
815.0,신한 블룸버그 -2X 천연가스 선물 ETN(H),44390.0,3610.0,+8.85%,0.0,44605.0,45065.0,44390.0
816.0,종근당바이오,20100.0,200.0,+1.01%,2500.0,19500.0,20150.0,19500.0
817.0,HANARO 200TR,38685.0,135.0,-0.35%,0.0,38480.0,38700.0,38445.0
818.0,HANARO Fn K-반도체,8835.0,75.0,+0.86%,0.0,8675.0,8855.0,8675.0
819.0,유니온머티리얼,2605.0,15.0,-0.57%,500.0,2570.0,2620.0,2485.0
820.0,HANARO Fn조선해운,9200.0,10.0,-0.11%,0.0,9195.0,9270.0,9125.0
821.0,KoAct 바이오헬스케어액티브,8945.0,95.0,+1.07%,0.0,8865.0,9005.0,8820.0
822.0,TIGER 미국MSCI리츠(합성 H),10340.0,165.0,-1.57%,0.0,10345.0,10345.0,10330.0
823.0,KBSTAR 25-11 회사채(AA-이상)액티브,52000.0,30.0,-0.06%,0.0,52015.0,52015.0,51995.0
824.0,SK이노베이션우,85700.0,300.0,+0.35%,5000.0,84800.0,87000.0,84800.0
825.0,한국화장품,6540.0,110.0,+1.71%,500.0,6540.0,6620.0,6320.0
826.0,한국화장품제조,23150.0,650.0,+2.89%,500.0,22500.0,23200.0,21800.0
827.0,아센디오,1161.0,106.0,-8.37%,500.0,1250.0,1250.0,1156.0
828.0,DRB동일,5260.0,0.0,0.00%,500.0,5270.0,5380.0,5240.0
829.0,가온전선,16480.0,260.0,-1.55%,5000.0,16740.0,16740.0,16460.0
830.0,토니모리,4345.0,55.0,+1.28%,200.0,4190.0,4350.0,4190.0
831.0,KBSTAR 코스피,23965.0,80.0,+0.33%,0.0,23805.0,23965.0,23805.0
832.0,ACE 글로벌반도체TOP4 Plus SOLACTIVE,13795.0,15.0,-0.11%,0.0,13815.0,13820.0,13780.0
833.0,팜스코,2835.0,25.0,-0.87%,500.0,2835.0,2880.0,2790.0
834.0,엔에이치스팩19호,10130.0,10.0,-0.10%,500.0,10140.0,10150.0,10130.0
835.0,KTis,2965.0,65.0,+2.24%,500.0,2900.0,2980.0,2890.0
836.0,KODEX K-로봇액티브,12540.0,210.0,+1.70%,0.0,12250.0,12560.0,12205.0
837.0,TIGER 인도니프티50,10600.0,40.0,-0.38%,0.0,10580.0,10620.0,10580.0
838.0,신한 인버스 2X 코스닥 150 선물 ETN,10245.0,295.0,-2.80%,0.0,10565.0,10615.0,10140.0
839.0,대구백화점,9440.0,70.0,-0.74%,5000.0,9840.0,9840.0,8820.0
840.0,두올,3085.0,40.0,+1.31%,2500.0,3035.0,3090.0,3000.0
841.0,조흥,170000.0,0.0,0.00%,5000.0,170100.0,170100.0,170000.0
842.0,KTOP 25-08 회사채(A+이상)액티브,100295.0,0.0,0.00%,0.0,100295.0,100295.0,100295.0
843.0,CJ우,45000.0,550.0,+1.24%,5000.0,44200.0,45350.0,44200.0
844.0,TIGER 투자등급회사채액티브,104295.0,145.0,-0.14%,0.0,104300.0,104300.0,104285.0
845.0,TRUE 레버리지 S&P500 선물 ETN(H),20330.0,300.0,-1.45%,0.0,20315.0,20335.0,20290.0
846.0,HS애드,6060.0,70.0,-1.14%,1000.0,6130.0,6130.0,6000.0
847.0,TIGER 코스피,23855.0,135.0,+0.57%,0.0,23720.0,23855.0,23645.0
848.0,KODEX 배당가치,11780.0,75.0,-0.63%,0.0,11785.0,11825.0,11760.0
849.0,신한 미국달러 SOFR금리 플러스 ETN,10010.0,0.0,0.00%,0.0,10010.0,10010.0,10010.0
850.0,신한 KOFR금리 ETN,100060.0,0.0,0.00%,0.0,100060.0,100060.0,100060.0
851.0,화성산업,9820.0,40.0,-0.41%,5000.0,9860.0,9910.0,9780.0
852.0,한진중공업홀딩스,3375.0,45.0,+1.35%,5000.0,3345.0,3375.0,3250.0
853.0,KODEX 국채선물10년,60750.0,160.0,-0.26%,0.0,60745.0,60860.0,60680.0
854.0,이지스레지던스리츠,3505.0,10.0,-0.28%,1000.0,3505.0,3520.0,3505.0
855.0,TIGER 글로벌혁신블루칩TOP10,9585.0,20.0,-0.21%,0.0,9655.0,9655.0,9555.0
856.0,크라운제과,7920.0,60.0,-0.75%,200.0,7990.0,8000.0,7550.0
857.0,세이브존I&C,2395.0,5.0,-0.21%,1000.0,2400.0,2400.0,2365.0
858.0,KBSTAR 코스닥150,11840.0,135.0,+1.15%,0.0,11680.0,11910.0,11650.0
859.0,ACE 26-06 회사채(AA-이상)액티브,10020.0,5.0,+0.05%,0.0,10020.0,10025.0,10015.0
860.0,미래산업,3210.0,0.0,0.00%,500.0,3140.0,3225.0,3120.0
861.0,텔코웨어,10010.0,30.0,-0.30%,500.0,10040.0,10100.0,9890.0
862.0,HANARO Fn K-POP&미디어,8445.0,105.0,+1.26%,0.0,8330.0,8490.0,8295.0
863.0,삼일제약,6310.0,30.0,+0.48%,500.0,6280.0,6340.0,6230.0
864.0,KODEX 인도Nifty50,10830.0,30.0,-0.28%,0.0,10890.0,10890.0,10785.0
865.0,CJ씨푸드,2650.0,35.0,+1.34%,500.0,2615.0,2660.0,2590.0
866.0,삼화전기,14310.0,300.0,+2.14%,1000.0,13800.0,14330.0,13710.0
867.0,ACE KRX금현물,12425.0,90.0,+0.73%,0.0,12380.0,12475.0,12375.0
868.0,KODEX 2차전지핵심소재10 Fn,7700.0,145.0,+1.92%,0.0,7455.0,7760.0,7450.0
869.0,삼익악기,1039.0,6.0,-0.57%,500.0,1045.0,1048.0,1032.0
870.0,일성건설,1740.0,12.0,+0.69%,500.0,1728.0,1750.0,1700.0
871.0,KODEX 미국달러선물인버스2X,6290.0,25.0,+0.40%,0.0,6240.0,6305.0,6240.0
872.0,인바이오젠,9340.0,0.0,0.00%,500.0,0.0,0.0,0.0
873.0,TIGER 차이나CSI300레버리지(합성),14890.0,35.0,-0.23%,0.0,14840.0,14980.0,14685.0
874.0,대동전자,8930.0,290.0,+3.36%,500.0,8710.0,9050.0,8640.0
875.0,에이플러스에셋,4130.0,100.0,+2.48%,500.0,4025.0,4150.0,3970.0
876.0,현대코퍼레이션홀딩스,10250.0,30.0,+0.29%,5000.0,10280.0,10290.0,10220.0
877.0,SH에너지화학,836.0,87.0,+11.62%,500.0,749.0,848.0,745.0
878.0,SOL 국고채10년,99340.0,265.0,-0.27%,0.0,99495.0,99565.0,99320.0
879.0,광명전기,2140.0,40.0,+1.90%,500.0,2085.0,2140.0,2085.0
880.0,모나리자,2520.0,0.0,0.00%,500.0,2520.0,2530.0,2480.0
881.0,STX그린로지스,12810.0,1210.0,+10.43%,2500.0,11690.0,13450.0,11670.0
882.0,웅진,1149.0,4.0,+0.35%,500.0,1150.0,1159.0,1132.0
883.0,팜젠사이언스,5540.0,50.0,+0.91%,500.0,5430.0,5580.0,5400.0
884.0,씨아이테크,1818.0,55.0,-2.94%,500.0,1878.0,1916.0,1794.0
885.0,진양산업,6990.0,110.0,+1.60%,500.0,6830.0,7040.0,6830.0
886.0,KBSTAR Fn5G테크,9175.0,15.0,-0.16%,0.0,9060.0,9210.0,9060.0
